"Lake_ID","Sample1","Sample2","Date1","Date2","TimeDiff_days","predator","nutrients","distance","component"
"L3","L3_0.45_June22","L3_0.45B_Apr23",2022-06-23,2023-05-03,314,1,1,0.352941176470588,"Turnover (SIM)"
"L3","L3_0.45_July22","L3_0.45_Aug22",2022-07-21,2022-08-18,28,1,1,0.48936170212766,"Turnover (SIM)"
"L3","L3_0.45_July22","L3_0.45_Sept22",2022-07-21,2022-09-22,63,1,1,0.531914893617021,"Turnover (SIM)"
"L3","L3_0.45_July22","L3_0.45_Oct22",2022-07-21,2022-10-21,92,1,1,0.65625,"Turnover (SIM)"
"L3","L3_0.45_July22","L3_0.45_Nov22",2022-07-21,2022-11-18,120,1,1,0.276595744680851,"Turnover (SIM)"
"L3","L3_0.45_July22","L3_0.45_Dec22",2022-07-21,2022-12-15,147,1,1,0.58974358974359,"Turnover (SIM)"
"L3","L3_0.45_July22","L3_0.45_Janv23",2022-07-21,2023-01-25,188,1,1,0.553191489361702,"Turnover (SIM)"
"L3","L3_0.45_July22","L3_0.45_Feb23",2022-07-21,2023-02-21,215,1,1,0.595744680851064,"Turnover (SIM)"
"L3","L3_0.45_July22","L3_0.45_March23",2022-07-21,2023-03-28,250,1,1,0.702127659574468,"Turnover (SIM)"
"L3","L3_0.45_July22","L3_0.45B_Apr23",2022-07-21,2023-05-03,286,1,1,0.470588235294118,"Turnover (SIM)"
"L3","L3_0.45_Aug22","L3_0.45_Sept22",2022-08-18,2022-09-22,35,1,1,0.309090909090909,"Turnover (SIM)"
"L3","L3_0.45_Aug22","L3_0.45_Oct22",2022-08-18,2022-10-21,64,1,1,0.46875,"Turnover (SIM)"
"L3","L3_0.45_Aug22","L3_0.45_Nov22",2022-08-18,2022-11-18,92,1,1,0.272727272727273,"Turnover (SIM)"
"L3","L3_0.45_Aug22","L3_0.45_Dec22",2022-08-18,2022-12-15,119,1,1,0.512820512820513,"Turnover (SIM)"
"L3","L3_0.45_Aug22","L3_0.45_Janv23",2022-08-18,2023-01-25,160,1,1,0.581818181818182,"Turnover (SIM)"
"L3","L3_0.45_Aug22","L3_0.45_Feb23",2022-08-18,2023-02-21,187,1,1,0.581818181818182,"Turnover (SIM)"
"L3","L3_0.45_Aug22","L3_0.45_March23",2022-08-18,2023-03-28,222,1,1,0.625,"Turnover (SIM)"
"L3","L3_0.45_Aug22","L3_0.45B_Apr23",2022-08-18,2023-05-03,258,1,1,0.411764705882353,"Turnover (SIM)"
"L3","L3_0.45_Sept22","L3_0.45_Oct22",2022-09-22,2022-10-21,29,1,1,0.4375,"Turnover (SIM)"
"L3","L3_0.45_Sept22","L3_0.45_Nov22",2022-09-22,2022-11-18,57,1,1,0.25,"Turnover (SIM)"
"L3","L3_0.45_Sept22","L3_0.45_Dec22",2022-09-22,2022-12-15,84,1,1,0.435897435897436,"Turnover (SIM)"
"L3","L3_0.45_Sept22","L3_0.45_Janv23",2022-09-22,2023-01-25,125,1,1,0.533333333333333,"Turnover (SIM)"
"L3","L3_0.45_Sept22","L3_0.45_Feb23",2022-09-22,2023-02-21,152,1,1,0.517241379310345,"Turnover (SIM)"
"L3","L3_0.45_Sept22","L3_0.45_March23",2022-09-22,2023-03-28,187,1,1,0.458333333333333,"Turnover (SIM)"
"L3","L3_0.45_Sept22","L3_0.45B_Apr23",2022-09-22,2023-05-03,223,1,1,0.588235294117647,"Turnover (SIM)"
"L3","L3_0.45_Oct22","L3_0.45_Nov22",2022-10-21,2022-11-18,28,1,1,0.21875,"Turnover (SIM)"
"L3","L3_0.45_Oct22","L3_0.45_Dec22",2022-10-21,2022-12-15,55,1,1,0.59375,"Turnover (SIM)"
"L3","L3_0.45_Oct22","L3_0.45_Janv23",2022-10-21,2023-01-25,96,1,1,0.4375,"Turnover (SIM)"
"L3","L3_0.45_Oct22","L3_0.45_Feb23",2022-10-21,2023-02-21,123,1,1,0.53125,"Turnover (SIM)"
"L3","L3_0.45_Oct22","L3_0.45_March23",2022-10-21,2023-03-28,158,1,1,0.65625,"Turnover (SIM)"
"L3","L3_0.45_Oct22","L3_0.45B_Apr23",2022-10-21,2023-05-03,194,1,1,0.588235294117647,"Turnover (SIM)"
"L3","L3_0.45_Nov22","L3_0.45_Dec22",2022-11-18,2022-12-15,27,1,1,0.153846153846154,"Turnover (SIM)"
"L3","L3_0.45_Nov22","L3_0.45_Janv23",2022-11-18,2023-01-25,68,1,1,0.233333333333333,"Turnover (SIM)"
"L3","L3_0.45_Nov22","L3_0.45_Feb23",2022-11-18,2023-02-21,95,1,1,0.293103448275862,"Turnover (SIM)"
"L3","L3_0.45_Nov22","L3_0.45_March23",2022-11-18,2023-03-28,130,1,1,0.229166666666667,"Turnover (SIM)"
"L3","L3_0.45_Nov22","L3_0.45B_Apr23",2022-11-18,2023-05-03,166,1,1,0.176470588235294,"Turnover (SIM)"
"L3","L3_0.45_Dec22","L3_0.45_Janv23",2022-12-15,2023-01-25,41,1,1,0.153846153846154,"Turnover (SIM)"
"L3","L3_0.45_Dec22","L3_0.45_Feb23",2022-12-15,2023-02-21,68,1,1,0.205128205128205,"Turnover (SIM)"
"L3","L3_0.45_Dec22","L3_0.45_March23",2022-12-15,2023-03-28,103,1,1,0.333333333333333,"Turnover (SIM)"
"L3","L3_0.45_Dec22","L3_0.45B_Apr23",2022-12-15,2023-05-03,139,1,1,0.470588235294118,"Turnover (SIM)"
"L3","L3_0.45_Janv23","L3_0.45_Feb23",2023-01-25,2023-02-21,27,1,1,0.224137931034483,"Turnover (SIM)"
"L3","L3_0.45_Janv23","L3_0.45_March23",2023-01-25,2023-03-28,62,1,1,0.270833333333333,"Turnover (SIM)"
"L3","L3_0.45_Janv23","L3_0.45B_Apr23",2023-01-25,2023-05-03,98,1,1,0.294117647058824,"Turnover (SIM)"
"L3","L3_0.45_Feb23","L3_0.45_March23",2023-02-21,2023-03-28,35,1,1,0.270833333333333,"Turnover (SIM)"
"L3","L3_0.45_Feb23","L3_0.45B_Apr23",2023-02-21,2023-05-03,71,1,1,0.352941176470588,"Turnover (SIM)"
"L3","L3_0.45_March23","L3_0.45B_Apr23",2023-03-28,2023-05-03,36,1,1,0.235294117647059,"Turnover (SIM)"
"L4","L4_0.45_April22","L4_0.45_May22",2022-04-21,2022-05-19,28,1,0,0.346938775510204,"Turnover (SIM)"
"L4","L4_0.45_April22","L4_0.45_June22",2022-04-21,2022-06-23,63,1,0,0.414634146341463,"Turnover (SIM)"
"L4","L4_0.45_April22","L4_0.45_July22",2022-04-21,2022-07-21,91,1,0,0.475,"Turnover (SIM)"
"L4","L4_0.45_April22","L4_0.45_Aug22",2022-04-21,2022-08-18,119,1,0,0.482758620689655,"Turnover (SIM)"
"L4","L4_0.45_April22","L4_0.45_Sept22",2022-04-21,2022-09-22,154,1,0,0.444444444444444,"Turnover (SIM)"
"L4","L4_0.45_April22","L4_0.45_Oct22",2022-04-21,2022-10-21,183,1,0,0.412698412698413,"Turnover (SIM)"
"L4","L4_0.45_April22","L4_0.45_Nov22",2022-04-21,2022-11-18,211,1,0,0.349206349206349,"Turnover (SIM)"
"L4","L4_0.45_April22","L4_0.45_Dec22",2022-04-21,2022-12-15,238,1,0,0.326923076923077,"Turnover (SIM)"
"L4","L4_0.45_April22","L4_0.45_Janv23",2022-04-21,2023-01-25,279,1,0,0.326086956521739,"Turnover (SIM)"
"L4","L4_0.45_April22","L4_0.45_Feb23",2022-04-21,2023-02-21,306,1,0,0.351851851851852,"Turnover (SIM)"
"L4","L4_0.45_April22","L4_0.45B_March23",2022-04-21,2023-03-28,341,1,0,0.333333333333333,"Turnover (SIM)"
"L4","L4_0.45_April22","L4_0.45_Apr23",2022-04-21,2023-05-03,377,1,0,0.142857142857143,"Turnover (SIM)"
"L4","L4_0.45_May22","L4_0.45_June22",2022-05-19,2022-06-23,35,1,0,0.390243902439024,"Turnover (SIM)"
"L4","L4_0.45_May22","L4_0.45_July22",2022-05-19,2022-07-21,63,1,0,0.425,"Turnover (SIM)"
"L4","L4_0.45_May22","L4_0.45_Aug22",2022-05-19,2022-08-18,91,1,0,0.551724137931034,"Turnover (SIM)"
"L4","L4_0.45_May22","L4_0.45_Sept22",2022-05-19,2022-09-22,126,1,0,0.387755102040816,"Turnover (SIM)"
"L4","L4_0.45_May22","L4_0.45_Oct22",2022-05-19,2022-10-21,155,1,0,0.510204081632653,"Turnover (SIM)"
"L4","L4_0.45_May22","L4_0.45_Nov22",2022-05-19,2022-11-18,183,1,0,0.36734693877551,"Turnover (SIM)"
"L4","L4_0.45_May22","L4_0.45_Dec22",2022-05-19,2022-12-15,210,1,0,0.591836734693878,"Turnover (SIM)"
"L4","L4_0.45_May22","L4_0.45_Janv23",2022-05-19,2023-01-25,251,1,0,0.58695652173913,"Turnover (SIM)"
"L4","L4_0.45_May22","L4_0.45_Feb23",2022-05-19,2023-02-21,278,1,0,0.530612244897959,"Turnover (SIM)"
"L4","L4_0.45_May22","L4_0.45B_March23",2022-05-19,2023-03-28,313,1,0,0.387755102040816,"Turnover (SIM)"
"L4","L4_0.45_May22","L4_0.45_Apr23",2022-05-19,2023-05-03,349,1,0,0.142857142857143,"Turnover (SIM)"
"L4","L4_0.45_June22","L4_0.45_July22",2022-06-23,2022-07-21,28,1,0,0.45,"Turnover (SIM)"
"L4","L4_0.45_June22","L4_0.45_Aug22",2022-06-23,2022-08-18,56,1,0,0.482758620689655,"Turnover (SIM)"
"L4","L4_0.45_June22","L4_0.45_Sept22",2022-06-23,2022-09-22,91,1,0,0.292682926829268,"Turnover (SIM)"
"L4","L4_0.45_June22","L4_0.45_Oct22",2022-06-23,2022-10-21,120,1,0,0.414634146341463,"Turnover (SIM)"
"L4","L4_0.45_June22","L4_0.45_Nov22",2022-06-23,2022-11-18,148,1,0,0.390243902439024,"Turnover (SIM)"
"L4","L4_0.45_June22","L4_0.45_Dec22",2022-06-23,2022-12-15,175,1,0,0.634146341463415,"Turnover (SIM)"
"L4","L4_0.45_June22","L4_0.45_Janv23",2022-06-23,2023-01-25,216,1,0,0.634146341463415,"Turnover (SIM)"
"L4","L4_0.45_June22","L4_0.45_Feb23",2022-06-23,2023-02-21,243,1,0,0.609756097560976,"Turnover (SIM)"
"L4","L4_0.45_June22","L4_0.45B_March23",2022-06-23,2023-03-28,278,1,0,0.463414634146341,"Turnover (SIM)"
"L4","L4_0.45_June22","L4_0.45_Apr23",2022-06-23,2023-05-03,314,1,0,0.24390243902439,"Turnover (SIM)"
"L4","L4_0.45_July22","L4_0.45_Aug22",2022-07-21,2022-08-18,28,1,0,0.379310344827586,"Turnover (SIM)"
"L4","L4_0.45_July22","L4_0.45_Sept22",2022-07-21,2022-09-22,63,1,0,0.35,"Turnover (SIM)"
"L4","L4_0.45_July22","L4_0.45_Oct22",2022-07-21,2022-10-21,92,1,0,0.425,"Turnover (SIM)"
"L4","L4_0.45_July22","L4_0.45_Nov22",2022-07-21,2022-11-18,120,1,0,0.375,"Turnover (SIM)"
"L4","L4_0.45_July22","L4_0.45_Dec22",2022-07-21,2022-12-15,147,1,0,0.575,"Turnover (SIM)"
"L4","L4_0.45_July22","L4_0.45_Janv23",2022-07-21,2023-01-25,188,1,0,0.6,"Turnover (SIM)"
"L4","L4_0.45_July22","L4_0.45_Feb23",2022-07-21,2023-02-21,215,1,0,0.5,"Turnover (SIM)"
"L4","L4_0.45_July22","L4_0.45B_March23",2022-07-21,2023-03-28,250,1,0,0.5,"Turnover (SIM)"
"L4","L4_0.45_July22","L4_0.45_Apr23",2022-07-21,2023-05-03,286,1,0,0.2,"Turnover (SIM)"
"L4","L4_0.45_Aug22","L4_0.45_Sept22",2022-08-18,2022-09-22,35,1,0,0.275862068965517,"Turnover (SIM)"
"L4","L4_0.45_Aug22","L4_0.45_Oct22",2022-08-18,2022-10-21,64,1,0,0.379310344827586,"Turnover (SIM)"
"L4","L4_0.45_Aug22","L4_0.45_Nov22",2022-08-18,2022-11-18,92,1,0,0.379310344827586,"Turnover (SIM)"
"L4","L4_0.45_Aug22","L4_0.45_Dec22",2022-08-18,2022-12-15,119,1,0,0.586206896551724,"Turnover (SIM)"
"L4","L4_0.45_Aug22","L4_0.45_Janv23",2022-08-18,2023-01-25,160,1,0,0.655172413793103,"Turnover (SIM)"
"L4","L4_0.45_Aug22","L4_0.45_Feb23",2022-08-18,2023-02-21,187,1,0,0.551724137931034,"Turnover (SIM)"
"L4","L4_0.45_Aug22","L4_0.45B_March23",2022-08-18,2023-03-28,222,1,0,0.586206896551724,"Turnover (SIM)"
"L4","L4_0.45_Aug22","L4_0.45_Apr23",2022-08-18,2023-05-03,258,1,0,0.275862068965517,"Turnover (SIM)"
"L4","L4_0.45_Sept22","L4_0.45_Oct22",2022-09-22,2022-10-21,29,1,0,0.402777777777778,"Turnover (SIM)"
"L4","L4_0.45_Sept22","L4_0.45_Nov22",2022-09-22,2022-11-18,57,1,0,0.375,"Turnover (SIM)"
"L4","L4_0.45_Sept22","L4_0.45_Dec22",2022-09-22,2022-12-15,84,1,0,0.442307692307692,"Turnover (SIM)"
"L4","L4_0.45_Sept22","L4_0.45_Janv23",2022-09-22,2023-01-25,125,1,0,0.391304347826087,"Turnover (SIM)"
"L4","L4_0.45_Sept22","L4_0.45_Feb23",2022-09-22,2023-02-21,152,1,0,0.407407407407407,"Turnover (SIM)"
"L4","L4_0.45_Sept22","L4_0.45B_March23",2022-09-22,2023-03-28,187,1,0,0.388888888888889,"Turnover (SIM)"
"L4","L4_0.45_Sept22","L4_0.45_Apr23",2022-09-22,2023-05-03,223,1,0,0.319444444444444,"Turnover (SIM)"
"L4","L4_0.45_Oct22","L4_0.45_Nov22",2022-10-21,2022-11-18,28,1,0,0.36,"Turnover (SIM)"
"L4","L4_0.45_Oct22","L4_0.45_Dec22",2022-10-21,2022-12-15,55,1,0,0.307692307692308,"Turnover (SIM)"
"L4","L4_0.45_Oct22","L4_0.45_Janv23",2022-10-21,2023-01-25,96,1,0,0.391304347826087,"Turnover (SIM)"
"L4","L4_0.45_Oct22","L4_0.45_Feb23",2022-10-21,2023-02-21,123,1,0,0.425925925925926,"Turnover (SIM)"
"L4","L4_0.45_Oct22","L4_0.45B_March23",2022-10-21,2023-03-28,158,1,0,0.407407407407407,"Turnover (SIM)"
"L4","L4_0.45_Oct22","L4_0.45_Apr23",2022-10-21,2023-05-03,194,1,0,0.333333333333333,"Turnover (SIM)"
"L4","L4_0.45_Nov22","L4_0.45_Dec22",2022-11-18,2022-12-15,27,1,0,0.326923076923077,"Turnover (SIM)"
"L4","L4_0.45_Nov22","L4_0.45_Janv23",2022-11-18,2023-01-25,68,1,0,0.326086956521739,"Turnover (SIM)"
"L4","L4_0.45_Nov22","L4_0.45_Feb23",2022-11-18,2023-02-21,95,1,0,0.314814814814815,"Turnover (SIM)"
"L4","L4_0.45_Nov22","L4_0.45B_March23",2022-11-18,2023-03-28,130,1,0,0.259259259259259,"Turnover (SIM)"
"L4","L4_0.45_Nov22","L4_0.45_Apr23",2022-11-18,2023-05-03,166,1,0,0.283950617283951,"Turnover (SIM)"
"L4","L4_0.45_Dec22","L4_0.45_Janv23",2022-12-15,2023-01-25,41,1,0,0.282608695652174,"Turnover (SIM)"
"L4","L4_0.45_Dec22","L4_0.45_Feb23",2022-12-15,2023-02-21,68,1,0,0.365384615384615,"Turnover (SIM)"
"L4","L4_0.45_Dec22","L4_0.45B_March23",2022-12-15,2023-03-28,103,1,0,0.480769230769231,"Turnover (SIM)"
"L4","L4_0.45_Dec22","L4_0.45_Apr23",2022-12-15,2023-05-03,139,1,0,0.211538461538462,"Turnover (SIM)"
"L4","L4_0.45_Janv23","L4_0.45_Feb23",2023-01-25,2023-02-21,27,1,0,0.326086956521739,"Turnover (SIM)"
"L4","L4_0.45_Janv23","L4_0.45B_March23",2023-01-25,2023-03-28,62,1,0,0.347826086956522,"Turnover (SIM)"
"L4","L4_0.45_Janv23","L4_0.45_Apr23",2023-01-25,2023-05-03,98,1,0,0.260869565217391,"Turnover (SIM)"
"L4","L4_0.45_Feb23","L4_0.45B_March23",2023-02-21,2023-03-28,35,1,0,0.407407407407407,"Turnover (SIM)"
"L4","L4_0.45_Feb23","L4_0.45_Apr23",2023-02-21,2023-05-03,71,1,0,0.222222222222222,"Turnover (SIM)"
"L4","L4_0.45B_March23","L4_0.45_Apr23",2023-03-28,2023-05-03,36,1,0,0.185185185185185,"Turnover (SIM)"
"L5","L5_0.45_April22","L5_0.45_May22",2022-04-21,2022-05-19,28,1,0,0.439024390243902,"Turnover (SIM)"
"L5","L5_0.45_April22","L5_0.45_June22",2022-04-21,2022-06-23,63,1,0,0.63265306122449,"Turnover (SIM)"
"L5","L5_0.45_April22","L5_0.45_July22",2022-04-21,2022-07-21,91,1,0,0.37037037037037,"Turnover (SIM)"
"L5","L5_0.45_April22","L5_0.45B_Aug22",2022-04-21,2022-08-18,119,1,0,0.314814814814815,"Turnover (SIM)"
"L5","L5_0.45_April22","L5_0.45_Sept22",2022-04-21,2022-09-22,154,1,0,0.586206896551724,"Turnover (SIM)"
"L5","L5_0.45_April22","L5_0.45_Oct22",2022-04-21,2022-10-21,183,1,0,0.552631578947368,"Turnover (SIM)"
"L5","L5_0.45_April22","L5_0.45_Nov22",2022-04-21,2022-11-18,211,1,0,0.583333333333333,"Turnover (SIM)"
"L5","L5_0.45_April22","L5_0.45_Dec22",2022-04-21,2022-12-15,238,1,0,0.363636363636364,"Turnover (SIM)"
"L5","L5_0.45_April22","L5_0.45_Janv23",2022-04-21,2023-01-25,279,1,0,0.51063829787234,"Turnover (SIM)"
"L5","L5_0.45_April22","L5_0.45_Feb23",2022-04-21,2023-02-21,306,1,0,0.5,"Turnover (SIM)"
"L5","L5_0.45_April22","L5_0.45_March23",2022-04-21,2023-03-28,341,1,0,0.555555555555556,"Turnover (SIM)"
"L5","L5_0.45_April22","L5_0.45_Apr23",2022-04-21,2023-05-03,377,1,0,0.277777777777778,"Turnover (SIM)"
"L5","L5_0.45_May22","L5_0.45_June22",2022-05-19,2022-06-23,35,1,0,0.439024390243902,"Turnover (SIM)"
"L5","L5_0.45_May22","L5_0.45_July22",2022-05-19,2022-07-21,63,1,0,0.24390243902439,"Turnover (SIM)"
"L5","L5_0.45_May22","L5_0.45B_Aug22",2022-05-19,2022-08-18,91,1,0,0.317073170731707,"Turnover (SIM)"
"L5","L5_0.45_May22","L5_0.45_Sept22",2022-05-19,2022-09-22,126,1,0,0.482758620689655,"Turnover (SIM)"
"L5","L5_0.45_May22","L5_0.45_Oct22",2022-05-19,2022-10-21,155,1,0,0.552631578947368,"Turnover (SIM)"
"L5","L5_0.45_May22","L5_0.45_Nov22",2022-05-19,2022-11-18,183,1,0,0.560975609756098,"Turnover (SIM)"
"L5","L5_0.45_May22","L5_0.45_Dec22",2022-05-19,2022-12-15,210,1,0,0.272727272727273,"Turnover (SIM)"
"L5","L5_0.45_May22","L5_0.45_Janv23",2022-05-19,2023-01-25,251,1,0,0.414634146341463,"Turnover (SIM)"
"L5","L5_0.45_May22","L5_0.45_Feb23",2022-05-19,2023-02-21,278,1,0,0.463414634146341,"Turnover (SIM)"
"L5","L5_0.45_May22","L5_0.45_March23",2022-05-19,2023-03-28,313,1,0,0.560975609756098,"Turnover (SIM)"
"L5","L5_0.45_May22","L5_0.45_Apr23",2022-05-19,2023-05-03,349,1,0,0.170731707317073,"Turnover (SIM)"
"L5","L5_0.45_June22","L5_0.45_July22",2022-06-23,2022-07-21,28,1,0,0.244897959183673,"Turnover (SIM)"
"L5","L5_0.45_June22","L5_0.45B_Aug22",2022-06-23,2022-08-18,56,1,0,0.448979591836735,"Turnover (SIM)"
"L5","L5_0.45_June22","L5_0.45_Sept22",2022-06-23,2022-09-22,91,1,0,0.448275862068966,"Turnover (SIM)"
"L5","L5_0.45_June22","L5_0.45_Oct22",2022-06-23,2022-10-21,120,1,0,0.631578947368421,"Turnover (SIM)"
"L5","L5_0.45_June22","L5_0.45_Nov22",2022-06-23,2022-11-18,148,1,0,0.666666666666667,"Turnover (SIM)"
"L5","L5_0.45_June22","L5_0.45_Dec22",2022-06-23,2022-12-15,175,1,0,0.272727272727273,"Turnover (SIM)"
"L5","L5_0.45_June22","L5_0.45_Janv23",2022-06-23,2023-01-25,216,1,0,0.574468085106383,"Turnover (SIM)"
"L5","L5_0.45_June22","L5_0.45_Feb23",2022-06-23,2023-02-21,243,1,0,0.612244897959184,"Turnover (SIM)"
"L5","L5_0.45_June22","L5_0.45_March23",2022-06-23,2023-03-28,278,1,0,0.63265306122449,"Turnover (SIM)"
"L5","L5_0.45_June22","L5_0.45_Apr23",2022-06-23,2023-05-03,314,1,0,0.387755102040816,"Turnover (SIM)"
"L5","L5_0.45_July22","L5_0.45B_Aug22",2022-07-21,2022-08-18,28,1,0,0.355263157894737,"Turnover (SIM)"
"L5","L5_0.45_July22","L5_0.45_Sept22",2022-07-21,2022-09-22,63,1,0,0.310344827586207,"Turnover (SIM)"
"L5","L5_0.45_July22","L5_0.45_Oct22",2022-07-21,2022-10-21,92,1,0,0.342105263157895,"Turnover (SIM)"
"L5","L5_0.45_July22","L5_0.45_Nov22",2022-07-21,2022-11-18,120,1,0,0.375,"Turnover (SIM)"
"L5","L5_0.45_July22","L5_0.45_Dec22",2022-07-21,2022-12-15,147,1,0,0.363636363636364,"Turnover (SIM)"
"L5","L5_0.45_July22","L5_0.45_Janv23",2022-07-21,2023-01-25,188,1,0,0.361702127659574,"Turnover (SIM)"
"L5","L5_0.45_July22","L5_0.45_Feb23",2022-07-21,2023-02-21,215,1,0,0.407407407407407,"Turnover (SIM)"
"L5","L5_0.45_July22","L5_0.45_March23",2022-07-21,2023-03-28,250,1,0,0.456140350877193,"Turnover (SIM)"
"L5","L5_0.45_July22","L5_0.45_Apr23",2022-07-21,2023-05-03,286,1,0,0.371794871794872,"Turnover (SIM)"
"L5","L5_0.45B_Aug22","L5_0.45_Sept22",2022-08-18,2022-09-22,35,1,0,0.413793103448276,"Turnover (SIM)"
"L5","L5_0.45B_Aug22","L5_0.45_Oct22",2022-08-18,2022-10-21,64,1,0,0.236842105263158,"Turnover (SIM)"
"L5","L5_0.45B_Aug22","L5_0.45_Nov22",2022-08-18,2022-11-18,92,1,0,0.479166666666667,"Turnover (SIM)"
"L5","L5_0.45B_Aug22","L5_0.45_Dec22",2022-08-18,2022-12-15,119,1,0,0.272727272727273,"Turnover (SIM)"
"L5","L5_0.45B_Aug22","L5_0.45_Janv23",2022-08-18,2023-01-25,160,1,0,0.404255319148936,"Turnover (SIM)"
"L5","L5_0.45B_Aug22","L5_0.45_Feb23",2022-08-18,2023-02-21,187,1,0,0.425925925925926,"Turnover (SIM)"
"L5","L5_0.45B_Aug22","L5_0.45_March23",2022-08-18,2023-03-28,222,1,0,0.543859649122807,"Turnover (SIM)"
"L5","L5_0.45B_Aug22","L5_0.45_Apr23",2022-08-18,2023-05-03,258,1,0,0.434210526315789,"Turnover (SIM)"
"L5","L5_0.45_Sept22","L5_0.45_Oct22",2022-09-22,2022-10-21,29,1,0,0.620689655172414,"Turnover (SIM)"
"L5","L5_0.45_Sept22","L5_0.45_Nov22",2022-09-22,2022-11-18,57,1,0,0.724137931034483,"Turnover (SIM)"
"L5","L5_0.45_Sept22","L5_0.45_Dec22",2022-09-22,2022-12-15,84,1,0,0.545454545454545,"Turnover (SIM)"
"L5","L5_0.45_Sept22","L5_0.45_Janv23",2022-09-22,2023-01-25,125,1,0,0.517241379310345,"Turnover (SIM)"
"L5","L5_0.45_Sept22","L5_0.45_Feb23",2022-09-22,2023-02-21,152,1,0,0.482758620689655,"Turnover (SIM)"
"L5","L5_0.45_Sept22","L5_0.45_March23",2022-09-22,2023-03-28,187,1,0,0.517241379310345,"Turnover (SIM)"
"L5","L5_0.45_Sept22","L5_0.45_Apr23",2022-09-22,2023-05-03,223,1,0,0.413793103448276,"Turnover (SIM)"
"L5","L5_0.45_Oct22","L5_0.45_Nov22",2022-10-21,2022-11-18,28,1,0,0.447368421052632,"Turnover (SIM)"
"L5","L5_0.45_Oct22","L5_0.45_Dec22",2022-10-21,2022-12-15,55,1,0,0.363636363636364,"Turnover (SIM)"
"L5","L5_0.45_Oct22","L5_0.45_Janv23",2022-10-21,2023-01-25,96,1,0,0.5,"Turnover (SIM)"
"L5","L5_0.45_Oct22","L5_0.45_Feb23",2022-10-21,2023-02-21,123,1,0,0.447368421052632,"Turnover (SIM)"
"L5","L5_0.45_Oct22","L5_0.45_March23",2022-10-21,2023-03-28,158,1,0,0.552631578947368,"Turnover (SIM)"
"L5","L5_0.45_Oct22","L5_0.45_Apr23",2022-10-21,2023-05-03,194,1,0,0.315789473684211,"Turnover (SIM)"
"L5","L5_0.45_Nov22","L5_0.45_Dec22",2022-11-18,2022-12-15,27,1,0,0.363636363636364,"Turnover (SIM)"
"L5","L5_0.45_Nov22","L5_0.45_Janv23",2022-11-18,2023-01-25,68,1,0,0.553191489361702,"Turnover (SIM)"
"L5","L5_0.45_Nov22","L5_0.45_Feb23",2022-11-18,2023-02-21,95,1,0,0.479166666666667,"Turnover (SIM)"
"L5","L5_0.45_Nov22","L5_0.45_March23",2022-11-18,2023-03-28,130,1,0,0.520833333333333,"Turnover (SIM)"
"L5","L5_0.45_Nov22","L5_0.45_Apr23",2022-11-18,2023-05-03,166,1,0,0.395833333333333,"Turnover (SIM)"
"L5","L5_0.45_Dec22","L5_0.45_Janv23",2022-12-15,2023-01-25,41,1,0,0.181818181818182,"Turnover (SIM)"
"L5","L5_0.45_Dec22","L5_0.45_Feb23",2022-12-15,2023-02-21,68,1,0,0.272727272727273,"Turnover (SIM)"
"L5","L5_0.45_Dec22","L5_0.45_March23",2022-12-15,2023-03-28,103,1,0,0.454545454545455,"Turnover (SIM)"
"L5","L5_0.45_Dec22","L5_0.45_Apr23",2022-12-15,2023-05-03,139,1,0,0.272727272727273,"Turnover (SIM)"
"L5","L5_0.45_Janv23","L5_0.45_Feb23",2023-01-25,2023-02-21,27,1,0,0.212765957446809,"Turnover (SIM)"
"L5","L5_0.45_Janv23","L5_0.45_March23",2023-01-25,2023-03-28,62,1,0,0.361702127659574,"Turnover (SIM)"
"L5","L5_0.45_Janv23","L5_0.45_Apr23",2023-01-25,2023-05-03,98,1,0,0.25531914893617,"Turnover (SIM)"
"L5","L5_0.45_Feb23","L5_0.45_March23",2023-02-21,2023-03-28,35,1,0,0.296296296296296,"Turnover (SIM)"
"L5","L5_0.45_Feb23","L5_0.45_Apr23",2023-02-21,2023-05-03,71,1,0,0.240740740740741,"Turnover (SIM)"
"L5","L5_0.45_March23","L5_0.45_Apr23",2023-03-28,2023-05-03,36,1,0,0.350877192982456,"Turnover (SIM)"
"L6","L6_0.45_April22","L6_0.45B_May22",2022-04-21,2022-05-19,28,1,1,0.293103448275862,"Turnover (SIM)"
"L6","L6_0.45_April22","L6_0.45_June22",2022-04-21,2022-06-23,63,1,1,0.482758620689655,"Turnover (SIM)"
"L6","L6_0.45_April22","L6_0.45_July22",2022-04-21,2022-07-21,91,1,1,0.459459459459459,"Turnover (SIM)"
"L6","L6_0.45_April22","L6_0.45_Aug22",2022-04-21,2022-08-18,119,1,1,0.362068965517241,"Turnover (SIM)"
"L6","L6_0.45_April22","L6_0.45_Sept22",2022-04-21,2022-09-22,154,1,1,0.4,"Turnover (SIM)"
"L6","L6_0.45_April22","L6_0.45_Oct22",2022-04-21,2022-10-21,183,1,1,0.375,"Turnover (SIM)"
"L6","L6_0.45_April22","L6_0.45_Nov22",2022-04-21,2022-11-18,211,1,1,0.423076923076923,"Turnover (SIM)"
"L6","L6_0.45_April22","L6_0.45_Dec22",2022-04-21,2022-12-15,238,1,1,0.458333333333333,"Turnover (SIM)"
